t,tac1,tac2,adv,ata,aa,relb,dist,clos,ediff,ego_alt,ego_vc,ego_bank,enm_bank,sp_psi,sp_h,sp_v,H1,H2
44.7500,ONE_CIRCLE,ONE_CIRCLE,-0.0391,120.9456,66.0904,-117.0913,8976.7001,-349.0602,-497.6076,11709.4530,318.4226,-72.2162,71.1806,8.2514,11709.4530,320.0000,79.5927,79.5734
44.8000,ONE_CIRCLE,ONE_CIRCLE,-0.0390,120.5713,66.4510,-116.7083,9005.8586,-344.6886,-495.7044,11704.1677,318.4235,-72.1621,71.1211,8.2660,11704.1677,320.0000,79.5927,79.5734
44.8500,ONE_CIRCLE,ONE_CIRCLE,-0.0389,120.1971,66.8114,-116.3257,9034.6491,-340.3051,-493.8268,11698.8789,318.4244,-72.1076,71.0613,8.2803,11698.8789,320.0000,79.5927,79.5734
44.9000,ONE_CIRCLE,ONE_CIRCLE,-0.0389,119.8228,67.1715,-115.9434,9063.0707,-335.9101,-491.9748,11693.5870,318.4253,-72.0529,71.0013,8.2945,11693.5870,320.0000,79.5927,79.5734
44.9500,ONE_CIRCLE,ONE_CIRCLE,-0.0388,119.4485,67.5315,-115.5615,9091.1224,-331.5040,-490.1484,11688.2921,318.4262,-71.9978,70.9410,8.3085,11688.2921,320.0000,79.5927,79.5734
45.0000,ONE_CIRCLE,ONE_CIRCLE,-0.0387,119.0743,67.8913,-115.1800,9118.8032,-327.0872,-488.3476,11682.9945,318.4270,-71.9425,70.8804,8.3223,11682.9945,320.0000,79.5927,79.5734
45.0500,ONE_CIRCLE,ONE_CIRCLE,-0.0386,118.7001,68.2508,-114.7989,9146.1123,-322.6600,-486.5721,11677.6944,318.4278,-71.8870,70.8196,8.3360,11677.6944,320.0000,79.5927,79.5734
45.1000,ONE_CIRCLE,ONE_CIRCLE,-0.0385,118.3259,68.6102,-114.4183,9173.0489,-318.2228,-484.8216,11672.3921,318.4286,-71.8312,70.7586,8.3494,11672.3921,320.0000,79.5927,79.5734
45.1500,ONE_CIRCLE,ONE_CIRCLE,-0.0385,117.9519,68.9692,-114.0381,9199.6121,-313.7761,-483.0955,11667.0877,318.4294,-71.7752,70.6974,8.3627,11667.0877,320.0000,79.5927,79.5734
45.2000,ONE_CIRCLE,ONE_CIRCLE,-0.0384,117.5780,69.3280,-113.6585,9225.8010,-309.3201,-481.3935,11661.7816,318.4302,-71.7190,70.6359,8.3757,11661.7816,320.0000,79.5927,79.5734
45.2500,ONE_CIRCLE,ONE_CIRCLE,-0.0383,117.2041,69.6866,-113.2793,9251.6151,-304.8554,-479.7151,11656.4739,318.4310,-71.6626,70.5742,8.3886,11656.4739,320.0000,79.5927,79.5734
45.3000,ONE_CIRCLE,ONE_CIRCLE,-0.0382,116.8305,70.0449,-112.9006,9277.0535,-300.3822,-478.0612,11651.1649,318.4318,-71.6060,70.5123,8.4014,11651.1649,320.0000,79.5927,79.5734
45.3500,ONE_CIRCLE,ONE_CIRCLE,-0.0381,116.4570,70.4028,-112.5224,9302.1155,-295.9009,-476.4336,11645.8547,318.4326,-71.5491,70.4502,8.4139,11645.8547,320.0000,79.5927,79.5734
45.4000,ONE_CIRCLE,ONE_CIRCLE,-0.0380,116.0838,70.7605,-112.1448,9326.8006,-291.4119,-474.8319,11640.5436,318.4332,-71.4920,70.3879,8.4263,11640.5436,320.0000,79.5927,79.5734
45.4500,ONE_CIRCLE,ONE_CIRCLE,-0.0379,115.7107,71.1179,-111.7677,9351.1079,-286.9156,-473.2558,11635.2318,318.4338,-71.4346,70.3253,8.4384,11635.2318,320.0000,79.5927,79.5734
45.5000,ONE_CIRCLE,ONE_CIRCLE,-0.0378,115.3379,71.4750,-111.3912,9375.0371,-282.4122,-471.7047,11629.9195,318.4343,-71.3769,70.2625,8.4505,11629.9195,320.0000,79.5927,79.5734
45.5500,ONE_CIRCLE,ONE_CIRCLE,-0.0378,114.9644,71.8317,-111.0153,9398.5872,-277.8966,-470.2008,11624.6069,318.4340,-71.3190,70.1995,8.4623,11624.6069,320.0000,79.5927,79.5734
45.6000,ONE_CIRCLE,ONE_CIRCLE,-0.0377,114.5909,72.1881,-110.6401,9421.7573,-273.3731,-468.7270,11619.2945,318.4334,-71.2608,70.1362,8.4740,11619.2945,320.0000,79.5927,79.5734
45.6500,ONE_CIRCLE,ONE_CIRCLE,-0.0376,114.2178,72.5442,-110.2656,9444.5469,-268.8440,-467.2749,11613.9825,318.4328,-71.2023,70.0726,8.4855,11613.9825,320.0000,79.5927,79.5734
45.7000,ONE_CIRCLE,ONE_CIRCLE,-0.0375,113.8450,72.8999,-109.8916,9466.9557,-264.3098,-465.8439,11608.6709,318.4324,-71.1437,70.0089,8.4968,11608.6709,320.0000,79.5927,79.5734
45.7500,ONE_CIRCLE,ONE_CIRCLE,-0.0374,113.4726,73.2552,-109.5182,9488.9830,-259.7708,-464.4335,11603.3601,318.4320,-71.0848,69.9449,8.5079,11603.3601,320.0000,79.5927,79.5734
45.8000,ONE_CIRCLE,ONE_CIRCLE,-0.0373,113.1006,73.6101,-109.1455,9510.6287,-255.2273,-463.0433,11598.0502,318.4316,-71.0257,69.8806,8.5189,11598.0502,320.0000,79.5927,79.5734
45.8500,ONE_CIRCLE,ONE_CIRCLE,-0.0372,112.7289,73.9647,-108.7733,9531.8922,-250.6798,-461.6727,11592.7414,318.4314,-70.9663,69.8162,8.5298,11592.7414,320.0000,79.5927,79.5734
45.9000,ONE_CIRCLE,ONE_CIRCLE,-0.0371,112.3576,74.3188,-108.4018,9552.7733,-246.1285,-460.3215,11587.4338,318.4313,-70.9068,69.7515,8.5404,11587.4338,320.0000,79.5927,79.5734
45.9500,ONE_CIRCLE,ONE_CIRCLE,-0.0370,111.9868,74.6726,-108.0310,9573.2717,-241.5739,-458.9891,11582.1277,318.4314,-70.8470,69.6866,8.5509,11582.1277,320.0000,79.5927,79.5734
46.0000,ONE_CIRCLE,ONE_CIRCLE,-0.0369,111.6164,75.0259,-107.6607,9593.3871,-237.0161,-457.6753,11576.8232,318.4315,-70.7869,69.6214,8.5613,11576.8232,320.0000,79.5927,79.5734
46.0500,ONE_CIRCLE,ONE_CIRCLE,-0.0368,111.2475,75.3788,-107.2912,9613.1195,-232.4627,-456.3524,11571.5205,318.4328,-70.7266,69.5561,8.5714,11571.5205,320.0000,79.5927,79.5734
46.1000,ONE_CIRCLE,ONE_CIRCLE,-0.0367,110.8791,75.7312,-106.9222,9632.4691,-227.9071,-455.0470,11566.2194,318.4342,-70.6660,69.4905,8.5815,11566.2194,320.0000,79.5927,79.5734
46.1500,ONE_CIRCLE,ONE_CIRCLE,-0.0366,110.5111,76.0832,-106.5540,9651.4357,-223.3491,-453.7616,11560.9203,318.4357,-70.6052,69.4247,8.5913,11560.9203,320.0000,79.5927,79.5734
46.2000,ONE_CIRCLE,ONE_CIRCLE,-0.0365,110.1435,76.4347,-106.1865,9670.0190,-218.7890,-452.4957,11555.6232,318.4373,-70.5441,69.3587,8.6010,11555.6232,320.0000,79.5927,79.5734
46.2500,ONE_CIRCLE,ONE_CIRCLE,-0.0365,109.7764,76.7858,-105.8198,9688.2189,-214.2271,-451.2492,11550.3285,318.4390,-70.4827,69.2924,8.6106,11550.3285,320.0000,79.5927,79.5734
46.3000,ONE_CIRCLE,ONE_CIRCLE,-0.0364,109.4097,77.1364,-105.4539,9706.0353,-209.6639,-450.0215,11545.0362,318.4408,-70.4212,69.2260,8.6200,11545.0362,320.0000,79.5927,79.5734
46.3500,ONE_CIRCLE,ONE_CIRCLE,-0.0363,109.0434,77.4865,-105.0889,9723.4681,-205.0996,-448.8121,11539.7466,318.4427,-70.3594,69.1593,8.6292,11539.7466,320.0000,79.5927,79.5734
46.4000,ONE_CIRCLE,ONE_CIRCLE,-0.0362,108.6777,77.8361,-104.7246,9740.5171,-200.5346,-447.6206,11534.4597,318.4447,-70.2973,69.0923,8.6384,11534.4597,320.0000,79.5927,79.5734
46.4500,ONE_CIRCLE,ONE_CIRCLE,-0.0361,108.3124,78.1852,-104.3612,9757.1824,-195.9694,-446.4464,11529.1759,318.4468,-70.2351,69.0252,8.6473,11529.1759,320.0000,79.5927,79.5734
46.5000,ONE_CIRCLE,ONE_CIRCLE,-0.0360,107.9476,78.5338,-103.9986,9773.4640,-191.4043,-445.2889,11523.8951,318.4492,-70.1727,68.9578,8.6561,11523.8951,320.0000,79.5927,79.5734
46.5500,ONE_CIRCLE,ONE_CIRCLE,-0.0359,107.5834,78.8819,-103.6369,9789.3618,-186.8396,-444.1478,11518.6177,318.4517,-70.1101,68.8902,8.6648,11518.6177,320.0000,79.5927,79.5734
46.6000,ONE_CIRCLE,ONE_CIRCLE,-0.0358,107.2197,79.2294,-103.2761,9804.8759,-182.2758,-443.0249,11513.3438,318.4543,-70.0473,68.8223,8.6733,11513.3438,320.0000,79.5927,79.5734
46.6500,ONE_CIRCLE,ONE_CIRCLE,-0.0357,106.8566,79.5764,-102.9161,9820.0065,-177.7130,-441.9206,11508.0734,318.4570,-69.9843,68.7543,8.6817,11508.0734,320.0000,79.5927,79.5734
46.7000,ONE_CIRCLE,ONE_CIRCLE,-0.0356,106.4941,79.9228,-102.5569,9834.7536,-173.1518,-440.8346,11502.8069,318.4598,-69.9211,68.6860,8.6899,11502.8069,320.0000,79.5927,79.5734
46.7500,ONE_CIRCLE,ONE_CIRCLE,-0.0356,106.1322,80.2687,-102.1987,9849.1173,-168.5924,-439.7668,11497.5442,318.4626,-69.8576,68.6175,8.6980,11497.5442,320.0000,79.5927,79.5734
46.8000,ONE_CIRCLE,ONE_CIRCLE,-0.0355,105.7708,80.6141,-101.8414,9863.0978,-164.0351,-438.7172,11492.2857,318.4656,-69.7939,68.5487,8.7059,11492.2857,320.0000,79.5927,79.5734
46.8500,ONE_CIRCLE,ONE_CIRCLE,-0.0354,105.4101,80.9588,-101.4849,9876.6954,-159.4803,-437.6857,11487.0313,318.4686,-69.7299,68.4798,8.7137,11487.0313,320.0000,79.5927,79.5734
46.9000,ONE_CIRCLE,ONE_CIRCLE,-0.0353,105.0501,81.3030,-101.1294,9889.9102,-154.9282,-436.6722,11481.7813,318.4718,-69.6657,68.4106,8.7214,11481.7813,320.0000,79.5927,79.5734
46.9500,ONE_CIRCLE,ONE_CIRCLE,-0.0352,104.6906,81.6466,-100.7747,9902.7424,-150.3792,-435.6765,11476.5359,318.4750,-69.6013,68.3412,8.7289,11476.5359,320.0000,79.5927,79.5734
47.0000,ONE_CIRCLE,ONE_CIRCLE,-0.0351,104.3319,81.9896,-100.4210,9915.1924,-145.8336,-434.6986,11471.2950,318.4783,-69.5367,68.2716,8.7363,11471.2950,320.0000,79.5927,79.5734
47.0500,ONE_CIRCLE,ONE_CIRCLE,-0.0350,103.9737,82.3319,-100.0682,9927.2605,-141.2917,-433.7382,11466.0590,318.4817,-69.4718,68.2018,8.7436,11466.0590,320.0000,79.5927,79.5734
47.1000,ONE_CIRCLE,ONE_CIRCLE,-0.0349,103.6163,82.6737,-99.7164,9938.9469,-136.7538,-432.7952,11460.8279,318.4852,-69.4068,68.1318,8.7507,11460.8279,320.0000,79.5927,79.5734
47.1500,ONE_CIRCLE,ONE_CIRCLE,-0.0349,103.2595,83.0148,-99.3655,9950.2521,-132.2203,-431.8695,11455.6019,318.4888,-69.3415,68.0615,8.7577,11455.6019,320.0000,79.5927,79.5734
47.2000,ONE_CIRCLE,ONE_CIRCLE,-0.0348,102.9035,83.3553,-99.0155,9961.1763,-127.6915,-430.9608,11450.3810,318.4925,-69.2760,67.9910,8.7646,11450.3810,320.0000,79.5927,79.5734
47.2500,ONE_CIRCLE,ONE_CIRCLE,-0.0347,102.5482,83.6952,-98.6665,9971.7201,-123.1676,-430.0690,11445.1655,318.4963,-69.2103,67.9203,8.7714,11445.1655,320.0000,79.5927,79.5734
47.3000,ONE_CIRCLE,ONE_CIRCLE,-0.0346,102.1936,84.0345,-98.3184,9981.8838,-118.6489,-429.1940,11439.9554,318.5002,-69.1444,67.8494,8.7780,11439.9554,320.0000,79.5927,79.5734
47.3500,ONE_CIRCLE,ONE_CIRCLE,-0.0345,101.8397,84.3730,-97.9713,9991.6679,-114.1359,-428.3357,11434.7509,318.5042,-69.0783,67.7782,8.7845,11434.7509,320.0000,79.5927,79.5734
47.4000,ONE_CIRCLE,ONE_CIRCLE,-0.0344,101.4866,84.7110,-97.6252,10001.0728,-109.6286,-427.4940,11429.5521,318.5084,-69.0120,67.7069,8.7908,11429.5521,320.0000,79.5927,79.5734
47.4500,ONE_CIRCLE,ONE_CIRCLE,-0.0343,101.1342,85.0482,-97.2800,10010.0991,-105.1275,-426.6687,11424.3591,318.5126,-68.9455,67.6353,8.7971,11424.3591,320.0000,79.5927,79.5734
47.5000,ONE_CIRCLE,ONE_CIRCLE,-0.0343,100.7826,85.3848,-96.9359,10018.7474,-100.6328,-425.8598,11419.1720,318.5169,-68.8787,67.5635,8.8032,11419.1720,320.0000,79.5927,79.5734
47.5500,ONE_CIRCLE,ONE_CIRCLE,-0.0342,100.4318,85.7207,-96.5927,10027.0180,-96.1448,-425.0672,11413.9910,318.5213,-68.8117,67.4916,8.8092,11413.9910,320.0000,79.5927,79.5734
47.6000,ONE_CIRCLE,ONE_CIRCLE,-0.0341,100.0817,86.0559,-96.2505,10034.9117,-91.6637,-424.2907,11408.8161,318.5258,-68.7445,67.4194,8.8151,11408.8161,320.0000,79.5927,79.5734
47.6500,ONE_CIRCLE,ONE_CIRCLE,-0.0340,99.7325,86.3904,-95.9093,10042.4291,-87.1899,-423.5304,11403.6475,318.5305,-68.6771,67.3469,8.8208,11403.6475,320.0000,79.5927,79.5734
47.7000,ONE_CIRCLE,ONE_CIRCLE,-0.0339,99.3840,86.7242,-95.5692,10049.5706,-82.7235,-422.7861,11398.4853,318.5352,-68.6095,67.2743,8.8265,11398.4853,320.0000,79.5927,79.5734
47.7500,ONE_CIRCLE,ONE_CIRCLE,-0.0339,99.0364,87.0573,-95.2300,10056.3370,-78.2649,-422.0576,11393.3297,318.5400,-68.5417,67.2015,8.8320,11393.3297,320.0000,79.5927,79.5734
47.8000,ONE_CIRCLE,ONE_CIRCLE,-0.0338,98.6895,87.3897,-94.8919,10062.7290,-73.8144,-421.3449,11388.1806,318.5450,-68.4737,67.1285,8.8374,11388.1806,320.0000,79.5927,79.5734
47.8500,ONE_CIRCLE,ONE_CIRCLE,-0.0337,98.3435,87.7214,-94.5548,10068.7472,-69.3721,-420.6478,11383.0382,318.5501,-68.4055,67.0552,8.8427,11383.0382,320.0000,79.5927,79.5734
47.9000,ONE_CIRCLE,ONE_CIRCLE,-0.0336,97.9984,88.0523,-94.2187,10074.3923,-64.9384,-419.9663,11377.9026,318.5552,-68.3371,66.9818,8.8479,11377.9026,320.0000,79.5927,79.5734
47.9500,ONE_CIRCLE,ONE_CIRCLE,-0.0335,97.6541,88.3825,-93.8836,10079.6651,-60.5135,-419.3002,11372.7739,318.5605,-68.2685,66.9081,8.8529,11372.7739,320.0000,79.5927,79.5734
48.0000,ONE_CIRCLE,ONE_CIRCLE,-0.0335,97.3106,88.7120,-93.5496,10084.5663,-56.0977,-418.6495,11367.6523,318.5659,-68.1996,66.8342,8.8579,11367.6523,320.0000,79.5927,79.5734
48.0500,ONE_CIRCLE,ONE_CIRCLE,-0.0334,96.9680,89.0407,-93.2167,10089.0967,-51.6911,-418.0141,11362.5377,318.5714,-68.1306,66.7602,8.8627,11362.5377,320.0000,79.5927,79.5734
48.1000,ONE_CIRCLE,ONE_CIRCLE,-0.0333,96.6263,89.3687,-92.8848,10093.2571,-47.2940,-417.3938,11357.4304,318.5770,-68.0614,66.6859,8.8674,11357.4304,320.0000,79.5927,79.5734
48.1500,ONE_CIRCLE,ONE_CIRCLE,-0.0332,96.2854,89.6959,-92.5539,10097.0482,-42.9068,-416.7887,11352.3303,318.5827,-67.9920,66.6114,8.8721,11352.3303,320.0000,79.5927,79.5734
48.2000,ONE_CIRCLE,ONE_CIRCLE,-0.0332,95.9455,90.0223,-92.2241,10100.4710,-38.5295,-416.1985,11347.2376,318.5885,-67.9223,66.5367,8.8766,11347.2376,320.0000,79.5927,79.5734
48.2500,ONE_CIRCLE,ONE_CIRCLE,-0.0331,95.6064,90.3480,-91.8954,10103.5262,-34.1624,-415.6233,11342.1524,318.5944,-67.8525,66.4618,8.8810,11342.1524,320.0000,79.5927,79.5734
48.3000,ONE_CIRCLE,ONE_CIRCLE,-0.0330,95.2682,90.6729,-91.5677,10106.2148,-29.8058,-415.0630,11337.0747,318.6004,-67.7825,66.3868,8.8853,11337.0747,320.0000,79.5927,79.5734
48.3500,ONE_CIRCLE,ONE_CIRCLE,-0.0329,94.9309,90.9970,-91.2411,10108.5376,-25.4599,-414.5174,11332.0047,318.6065,-67.7123,66.3115,8.8895,11332.0047,320.0000,79.5927,79.5734
48.4000,ONE_CIRCLE,ONE_CIRCLE,-0.0329,94.5946,91.3203,-90.9156,10110.4955,-21.1249,-413.9865,11326.9424,318.6128,-67.6418,66.2360,8.8935,11326.9424,320.0000,79.5927,79.5734
48.4500,ONE_CIRCLE,ONE_CIRCLE,-0.0328,94.2591,91.6428,-90.5911,10112.0894,-16.8009,-413.4702,11321.8879,318.6191,-67.5712,66.1603,8.8975,11321.8879,320.0000,79.5927,79.5734
48.5000,ONE_CIRCLE,ONE_CIRCLE,-0.0327,93.9246,91.9646,-90.2677,10113.3204,-12.4883,-412.9684,11316.8413,318.6256,-67.5004,66.0845,8.9014,11316.8413,320.0000,79.5927,79.5734
48.5500,ONE_CIRCLE,ONE_CIRCLE,-0.0326,93.5910,92.2855,-89.9454,10114.1893,-8.1872,-412.4811,11311.8027,318.6321,-67.4295,66.0084,8.9052,11311.8027,320.0000,79.5927,79.5734
48.6000,ONE_CIRCLE,ONE_CIRCLE,-0.0326,93.2583,92.6056,-89.6242,10114.6972,-3.8978,-412.0081,11306.7721,318.6388,-67.3583,65.9322,8.9089,11306.7721,320.0000,79.5927,79.5734
48.6500,ONE_CIRCLE,ONE_CIRCLE,-0.0325,92.9266,92.9249,-89.3041,10114.8450,0.3796,-411.5493,11301.7496,318.6456,-67.2869,65.8557,8.9125,11301.7496,320.0000,79.5927,79.5734
48.7000,ONE_CIRCLE,ONE_CIRCLE,-0.0324,92.5959,93.2434,-88.9851,10114.6337,4.6449,-411.1048,11296.7352,318.6524,-67.2154,65.7791,8.9159,11296.7352,320.0000,79.5927,79.5734
48.7500,ONE_CIRCLE,ONE_CIRCLE,-0.0324,92.2661,93.5611,-88.6671,10114.0643,8.8979,-410.6744,11291.7292,318.6594,-67.1436,65.7022,8.9193,11291.7292,320.0000,79.5927,79.5734
48.8000,ONE_CIRCLE,ONE_CIRCLE,-0.0323,91.9372,93.8779,-88.3503,10113.1380,13.1385,-410.2580,11286.7314,318.6665,-67.0717,65.6252,8.9226,11286.7314,320.0000,79.5927,79.5734
48.8500,ONE_CIRCLE,ONE_CIRCLE,-0.0322,91.6093,94.1940,-88.0345,10111.8558,17.3664,-409.8553,11281.7421,318.6737,-66.9996,65.5480,8.9258,11281.7421,320.0000,79.5927,79.5734
48.9000,ONE_CIRCLE,ONE_CIRCLE,-0.0322,91.2824,94.5092,-87.7199,10110.2186,21.5815,-409.4659,11276.7611,318.6810,-66.9273,65.4708,8.9289,11276.7611,320.0000,79.5927,79.5734
48.9500,ONE_CIRCLE,ONE_CIRCLE,-0.0321,90.9565,94.8235,-87.4064,10108.2277,25.7837,-409.0893,11271.7888,318.6884,-66.8549,65.3934,8.9319,11271.7888,320.0000,79.5927,79.5734
49.0000,ONE_CIRCLE,ONE_CIRCLE,-0.0320,90.6315,95.1371,-87.0939,10105.8841,29.9729,-408.7251,11266.8249,318.6959,-66.7822,65.3160,8.9348,11266.8249,320.0000,79.5927,79.5734
49.0500,ONE_CIRCLE,ONE_CIRCLE,-0.0320,90.3075,95.4498,-86.7826,10103.1889,34.1490,-408.3731,11261.8697,318.7035,-66.7094,65.2384,8.9376,11261.8697,320.0000,79.5927,79.5734
49.1000,ONE_CIRCLE,ONE_CIRCLE,-0.0319,89.9846,95.7618,-86.4724,10100.1432,38.3118,-408.0333,11256.9232,318.7112,-66.6364,65.1606,8.9403,11256.9232,320.0000,79.5927,79.5734
49.1500,ONE_CIRCLE,ONE_CIRCLE,-0.0319,89.6626,96.0729,-86.1632,10096.7481,42.4611,-407.7056,11251.9855,318.7190,-66.5632,65.0826,8.9430,11251.9855,320.0000,79.5927,79.5734
49.2000,ONE_CIRCLE,ONE_CIRCLE,-0.0318,89.3416,96.3832,-85.8552,10093.0047,46.5966,-407.3904,11247.0566,318.7269,-66.4898,65.0044,8.9455,11247.0566,320.0000,79.5927,79.5734
49.2500,ONE_CIRCLE,ONE_CIRCLE,-0.0317,89.0216,96.6926,-85.5484,10088.9144,50.7183,-407.0879,11242.1365,318.7349,-66.4163,64.9259,8.9479,11242.1365,320.0000,79.5927,79.5734
49.3000,ONE_CIRCLE,ONE_CIRCLE,-0.0317,88.7026,97.0011,-85.2426,10084.4781,54.8259,-406.7983,11237.2253,318.7430,-66.3426,64.8471,8.9503,11237.2253,320.0000,79.5927,79.5734
49.3500,ONE_CIRCLE,ONE_CIRCLE,-0.0316,88.3846,97.3088,-84.9379,10079.6971,58.9192,-406.5217,11232.3231,318.7512,-66.2687,64.7682,8.9526,11232.3231,320.0000,79.5927,79.5734
49.4000,ONE_CIRCLE,ONE_CIRCLE,-0.0316,88.0677,97.6157,-84.6343,10074.5727,62.9980,-406.2583,11227.4298,318.7595,-66.1946,64.6890,8.9547,11227.4298,320.0000,79.5927,79.5734
49.4500,ONE_CIRCLE,ONE_CIRCLE,-0.0315,87.7517,97.9216,-84.3319,10069.1060,67.0623,-406.0079,11222.5457,318.7679,-66.1204,64.6096,8.9568,11222.5457,320.0000,79.5927,79.5734
49.5000,ONE_CIRCLE,ONE_CIRCLE,-0.0315,87.4368,98.2267,-84.0306,10063.2982,71.1119,-405.7705,11217.6706,318.7763,-66.0460,64.5301,8.9588,11217.6706,320.0000,79.5927,79.5734
49.5500,ONE_CIRCLE,ONE_CIRCLE,-0.0314,87.1229,98.5309,-83.7304,10057.1507,75.1466,-405.5458,11212.8047,318.7849,-65.9715,64.4505,8.9608,11212.8047,320.0000,79.5927,79.5734
49.6000,ONE_CIRCLE,ONE_CIRCLE,-0.0314,86.8101,98.8342,-83.4313,10050.6646,79.1665,-405.3336,11207.9479,318.7936,-65.8967,64.3707,8.9626,11207.9479,320.0000,79.5927,79.5734
49.6500,ONE_CIRCLE,ONE_CIRCLE,-0.0313,86.4982,99.1366,-83.1333,10043.8412,83.1713,-405.1338,11203.1004,318.8024,-65.8218,64.2907,8.9643,11203.1004,320.0000,79.5927,79.5734
49.7000,ONE_CIRCLE,ONE_CIRCLE,-0.0313,86.1874,99.4382,-82.8364,10036.6818,87.1610,-404.9463,11198.2621,318.8112,-65.7468,64.2106,8.9660,11198.2621,320.0000,79.5927,79.5734
49.7500,ONE_CIRCLE,ONE_CIRCLE,-0.0312,85.8777,99.7389,-82.5407,10029.1876,91.1354,-404.7711,11193.4332,318.8202,-65.6716,64.1303,8.9676,11193.4332,320.0000,79.5927,79.5734
49.8000,ONE_CIRCLE,ONE_CIRCLE,-0.0312,85.5689,100.0386,-82.2461,10021.3600,95.0944,-404.6080,11188.6135,318.8292,-65.5962,64.0499,8.9691,11188.6135,320.0000,79.5927,79.5734
49.8500,ONE_CIRCLE,ONE_CIRCLE,-0.0311,85.2613,100.3375,-81.9526,10013.2002,99.0379,-404.4573,11183.8033,318.8383,-65.5206,63.9692,8.9705,11183.8033,320.0000,79.5927,79.5734
49.9000,ONE_CIRCLE,ONE_CIRCLE,-0.0311,84.9546,100.6355,-81.6602,10004.7096,102.9657,-404.3189,11179.0024,318.8475,-65.4449,63.8884,8.9718,11179.0024,320.0000,79.5927,79.5734
49.9500,ONE_CIRCLE,ONE_CIRCLE,-0.0310,84.6490,100.9326,-81.3689,9995.8895,106.8778,-404.1928,11174.2110,318.8568,-65.3691,63.8074,8.9731,11174.2110,320.0000,79.5927,79.5734
50.0000,ONE_CIRCLE,ONE_CIRCLE,-0.0310,84.3445,101.2288,-81.0787,9986.7411,110.7741,-404.0792,11169.4290,318.8662,-65.2930,63.7262,8.9742,11169.4290,320.0000,79.5927,79.5734
50.0500,ONE_CIRCLE,ONE_CIRCLE,-0.0309,84.0410,101.5240,-80.7896,9977.2659,114.6544,-403.9779,11164.6565,318.8757,-65.2168,63.6448,8.9753,11164.6565,320.0000,79.5927,79.5734
50.1000,ONE_CIRCLE,ONE_CIRCLE,-0.0309,83.7386,101.8184,-80.5017,9967.4652,118.5186,-403.8889,11159.8935,318.8853,-65.1405,63.5632,8.9763,11159.8935,320.0000,79.5927,79.5734
50.1500,ONE_CIRCLE,ONE_CIRCLE,-0.0308,83.4372,102.1118,-80.2149,9957.3404,122.3667,-403.8122,11155.1401,318.8949,-65.0640,63.4815,8.9772,11155.1401,320.0000,79.5927,79.5734
50.2000,ONE_CIRCLE,ONE_CIRCLE,-0.0308,83.1369,102.4044,-79.9292,9946.8927,126.1985,-403.7477,11150.3963,318.9046,-64.9874,63.3997,8.9781,11150.3963,320.0000,79.5927,79.5734
50.2500,ONE_CIRCLE,ONE_CIRCLE,-0.0307,82.8376,102.6960,-79.6445,9936.1236,130.0140,-403.6952,11145.6620,318.9144,-64.9106,63.3177,8.9788,11145.6620,320.0000,79.5927,79.5734
50.3000,ONE_CIRCLE,ONE_CIRCLE,-0.0307,82.5394,102.9866,-79.3610,9925.0344,133.8132,-403.6547,11140.9374,318.9243,-64.8336,63.2355,8.9795,11140.9374,320.0000,79.5927,79.5734
50.3500,ONE_CIRCLE,ONE_CIRCLE,-0.0307,82.2423,103.2764,-79.0786,9913.6266,137.5959,-403.6261,11136.2224,318.9343,-64.7565,63.1532,8.9801,11136.2224,320.0000,79.5927,79.5734
50.4000,ONE_CIRCLE,ONE_CIRCLE,-0.0306,81.9462,103.5653,-78.7974,9901.9014,141.3621,-403.6093,11131.5170,318.9443,-64.6793,63.0707,8.9807,11131.5170,320.0000,79.5927,79.5734
50.4500,ONE_CIRCLE,ONE_CIRCLE,-0.0306,81.6512,103.8532,-78.5172,9889.8604,145.1117,-403.6044,11126.8213,318.9545,-64.6019,62.9881,8.9811,11126.8213,320.0000,79.5927,79.5734
50.5000,ONE_CIRCLE,ONE_CIRCLE,-0.0305,81.3572,104.1402,-78.2381,9877.5048,148.8446,-403.6112,11122.1353,318.9647,-64.5244,62.9053,8.9815,11122.1353,320.0000,79.5927,79.5734
50.5500,ONE_CIRCLE,ONE_CIRCLE,-0.0305,81.0643,104.4262,-77.9601,9864.8362,152.5608,-403.6299,11117.4590,318.9749,-64.4467,62.8223,8.9818,11117.4590,320.0000,79.5927,79.5734
50.6000,ONE_CIRCLE,ONE_CIRCLE,-0.0305,80.7725,104.7114,-77.6832,9851.8558,156.2602,-403.6603,11112.7925,318.9853,-64.3689,62.7392,8.9820,11112.7925,320.0000,79.5927,79.5734
50.6500,ONE_CIRCLE,ONE_CIRCLE,-0.0304,80.4817,104.9956,-77.4075,9838.5652,159.9427,-403.7024,11108.1356,318.9957,-64.2909,62.6559,8.9822,11108.1356,320.0000,79.5927,79.5734
50.7000,ONE_CIRCLE,ONE_CIRCLE,-0.0304,80.1920,105.2789,-77.1328,9824.9657,163.6083,-403.7561,11103.4886,319.0062,-64.2128,62.5725,8.9823,11103.4886,320.0000,79.5927,79.5734
50.7500,ONE_CIRCLE,ONE_CIRCLE,-0.0304,79.9034,105.5612,-76.8592,9811.0588,167.2570,-403.8215,11098.8512,319.0167,-64.1345,62.4889,8.9823,11098.8512,320.0000,79.5927,79.5734
